2095	KI14FSYM322_S256_L001	0	0	0	0	0	11438.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2085	KI14FSYM152_S29_L001	0	0	0	0	0	24397.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1835.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2561	KI14FSYM312_S191_L001	0	0	0	0	0	15454.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1786.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1909	KI14FSYM460_S333_L001	0	0	0	0	0	24014.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2637.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2252	KI14FSYM391_S246_L001	0	0	0	0	0	14012.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2134.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2177	KI14FSYM275_S173_L001	0	0	0	0	0	17730.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4637.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1905	KI14FSYM163_S89_L001	0	0	0	0	0	15862.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2838.0	635.0	0	0	0	0	0	0	0	0	0	0	0	0	0
2603	KI14FSYM481_S296_L001	0	0	0	0	0	9589.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2766.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2146	KI14FSYM427_S197_L001	0	0	0	0	0	8927.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2527.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1898	KI14FSYM436_S249_L001	0	0	0	0	0	7275.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4165.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2597	KI14FSYM432_S227_L001	0	0	0	0	0	7467.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4047.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2697	KI14FSYM039_S54_L001	0	0	0	0	0	16068.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9579.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1971	KI14FSYM145_S15_L001	0	0	0	0	0	10887.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10983.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	15-2018_S13_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13816.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2328	c-228_S228_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11629.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026	c-115_S115_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7065.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2371	c-118_S118_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12166.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2031	123-KI23b_S202_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8292.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2337	116-KI23b-1_S112_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1969.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2364	122-KI23b_S194_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7176.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	PLATE1H6_S48_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10787.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1923	213_S213_L001_run4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3283.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2037	c-234_S234_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20959.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1916	18-2018_S16_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13262.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2511	c-341_S341_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15299.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2039	16-2018_S14_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14814.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2106	212-2018_S146_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	15839.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2412	107-KI23b_S317_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5307.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2205	c-120_S120_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9862.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2342	234-2019_S318_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.0	8340.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2163	c-237_S237_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17849.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2359	610-KI23b_S313_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7811.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1919	72-KI23b_S265_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6494.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2625	60-2019_S214_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33917.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2577	c-181_S181_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26134.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2717	276_S276_L001_run4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2454.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2396	109-KI23b_S333_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20607.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2213	108-KI23b_S325_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18746.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2480	231-2018_S379_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12137.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2523	214_S214_L001_run4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2472	367_S367_L001_run4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4548.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2407	233-2019_S317_L001	0	2083.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573.0	0	0	0	0	0	0	0	0	28808.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2609	634-KI23b_S334_L001	0	0	0	0	0	0	0	0	2255.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17993.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2566	211-2018_S145_L001	0	0	0	0	0	0	0	1343.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11145.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1911	241_S240_L001	0	0	4315.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14265.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2664	132-KI23b_S234_L001	0	0	0	0	0	0	0	4930.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12916.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2477	239-2019_S323_L001	0	0	0	0	0	0	0	5192.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7936.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2718	141-KI13_S127_L001	0	0	3213.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4324.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2386	KI14FSYM477_S272_L001	0	0	0	0	0	5835.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6703.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2509	46-2019_S203_L001	0	0	0	0	0	0	100257.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.0	0	0	0	0	0	0	0	0	0	0	0	0
2285	555-KI23b_S285_L001	0	0	0	0	0	0	7677.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2260	327-KI23b_S267_L001	0	0	0	0	0	0	35014.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2256	124-2018_S90_L001	0	0	0	0	0	0	20891.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2195	738-KI23b_S377_L001	0	0	0	0	0	0	6924.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2266	120-KI23b-2_S370_L001	0	0	0	0	0	0	29581.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2685	660-KI23b_S345_L001	0	0	0	0	0	0	8845.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2589	384-KI23b_S220_L001	0	0	0	0	0	0	19084.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2238	443-KI23b_S276_L001	0	0	0	0	0	0	12380.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2193	230-2019_S314_L001	0	0	0	0	0	0	15474.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212.0	0	0	0	0	0	0	0	0	0	0	0	0
2346	382-KI23b_S212_L001	0	0	0	0	0	0	17511.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2097	445-KI23b_S284_L001	0	0	0	0	0	0	6251.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2323	126-2019_S245_L001	0	0	0	0	0	0	63857.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729.0	0	0	0	0	0	0	0	0	0	0	0	0
2167	748-KI23b_S322_L001	0	0	0	0	0	0	15123.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2660	PLATE2A5_S129_L001	0	0	0	0	0	0	6701.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2326	744-KI23b_S314_L001	0	0	0	0	0	0	17845.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2735	372-KI23b_S248_L001	0	0	0	0	0	0	6243.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2076	742-KI23b_S298_L001	0	0	0	0	0	0	16354.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2135	558-KI23b_S289_L001	0	0	0	0	0	0	5542.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2234	476-KI23b_S221_L001	0	0	0	0	0	0	8601.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1885	471-KI23b_S205_L001	0	0	0	0	0	0	7038.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2701	15c-515_S384_L001	0	0	0	0	0	0	1847.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2723	240-2019_S324_L001	0	0	0	0	0	0	24519.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19774.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2361	PLATE2A4_S121_L001	0	0	0	0	0	0	0	7087.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1859	PLATE2A7_S145_L001	0	0	0	0	0	0	0	7345.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2335	126-KI23b_S218_L001	0	0	0	0	0	0	0	14794.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	110-KI23b_S341_L001	0	0	0	0	0	0	0	35227.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2522	79-2018_S62_L001	0	0	0	0	0	0	0	18114.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2034	743-KI23b_S306_L001	0	0	0	0	0	0	0	10053.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2166	113-KI23b_S357_L001	0	0	0	0	0	0	0	40477.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4933.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2383	165-2019_S268_L001	0	0	0	0	0	0	0	59268.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2087	513-KI23b_S237_L001	0	0	0	0	0	0	0	11528.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2297	PLATE2A6_S137_L001	0	0	0	0	0	0	0	869.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2468	PLATE2A1_S97_L001	0	0	0	0	0	0	0	8353.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3138.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2315	64-KI23b_S200_L001	0	0	0	0	0	0	0	5471.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1990.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2672	PLATE2A8_S153_L001	0	0	0	0	0	0	0	7291.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2138	264-2019_S345_L001	0	0	0	0	0	0	0	14534.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15504.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	c-042_S42_L001	0	0	0	0	0	0	0	0	23103.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2267	226-KI23b_S195_L001	0	0	0	0	0	0	0	0	6271.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2220	387-KI23b_S272_L001	0	0	0	0	0	0	0	0	9061.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2395	215_S214_L001	0	0	0	0	0	0	0	0	13737.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2207	PLATE3H7_S248_L001	0	0	0	0	0	0	0	0	8767.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2553	15c-176_S353_L001	0	0	0	0	0	0	0	0	4386.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2554	15c-498_S299_L001	0	0	0	0	0	0	0	0	4053.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	PLATE4H9_S360_L001	0	0	0	0	0	0	0	0	9122.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2112	c-130_S130_L001	0	0	0	0	0	0	0	0	0	11887.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2727	149-2018_S109_L001	0	0	0	0	0	0	0	0	0	15276.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2546	c-215_S215_L001	0	0	0	0	0	0	0	0	0	50109.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	198-2019_S293_L001	0	0	0	0	0	0	0	0	0	19671.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2682	33-KI23b_S363_L001	0	0	0	0	0	0	0	0	0	42372.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2247	1_S1_L001_run4	0	0	0	0	0	0	0	0	0	8246.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2703	739-KI23b_S347_L001	0	0	0	0	0	0	0	0	0	66286.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2288	241-2019_S325_L001	0	0	0	0	0	0	0	0	0	29774.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222.0	0	0	0	0	0	0	0	0	0	0	0	0
2257	353_S350_L001	0	0	0	0	0	0	0	0	0	0	14067.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2431	332-15B_S304_L001	0	0	0	0	0	0	0	0	0	0	10243.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2186	317_S316_L001	0	0	0	0	0	0	0	0	0	0	6050.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1884	110-15C_S91_L001	0	0	0	0	0	0	0	0	0	0	16441.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1895	77-KI23b_S301_L001	0	0	0	0	0	0	0	0	0	0	6900.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2536	26-15C_S89_L001	0	0	0	0	0	0	0	0	0	0	18595.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2670	277_S276_L001	0	0	0	0	0	0	0	0	0	0	9747.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2695.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2520	79-16A_S247_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10385.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2189	173_S173_L001_run4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2333.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2302	74-KI23b_S208_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5747.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2132	252-2018_S166_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9767.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2618	265-2019_S346_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9175.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2109	76-KI23b-2_S293_L001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2516.0	0	0	0	0	0	0	0	0	0	0	0	0	3697.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2752	118-15C_S36_L001	0	0	0	0	0	0	0	0	0	0	0	28683.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2329	KI15aFSYM051_S350_L001	0	0	0	0	0	0	0	0	0	0	0	16927.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2027	102-KI13_S198_L001	0	0	0	0	0	0	0	0	0	0	0	8401.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2665	31-15C_S26_L001	0	0	0	0	0	0	0	0	0	0	0	19586.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
