library_ID,fastq_fwd_file_name,fastq_rev_file_name,host_genus,host_species,coral_tag,site_name,sequencing_run,expedition,sample_name,sra_accession
439-KI23b_S128_L001,439-KI23b_S128_L001_R1_001.fastq.gz,439-KI23b_S128_L001_R2_001.fastq.gz,Pocillopora,grandis,1873,19,run10_shedd2024,2023b,KI23b_439,SAMN49904259
440-KI23b_S268_L001,440-KI23b_S268_L001_R1_001.fastq.gz,440-KI23b_S268_L001_R2_001.fastq.gz,Pocillopora,grandis,1875,19,run10_shedd2024,2023b,KI23b_440,SAMN49904260
443-KI23b_S276_L001,443-KI23b_S276_L001_R1_001.fastq.gz,443-KI23b_S276_L001_R2_001.fastq.gz,Pocillopora,grandis,1831,19,run10_shedd2024,2023b,KI23b_443,SAMN49904256
445-KI23b_S284_L001,445-KI23b_S284_L001_R1_001.fastq.gz,445-KI23b_S284_L001_R2_001.fastq.gz,Pocillopora,grandis,1835,19,run10_shedd2024,2023b,KI23b_445,SAMN49904257
447-KI23b_S197_L001,447-KI23b_S197_L001_R1_001.fastq.gz,447-KI23b_S197_L001_R2_001.fastq.gz,Pocillopora,grandis,1837,19,run10_shedd2024,2023b,KI23b_447,SAMN49904258
471-KI23b_S205_L001,471-KI23b_S205_L001_R1_001.fastq.gz,471-KI23b_S205_L001_R2_001.fastq.gz,Pocillopora,grandis,1989,38,run10_shedd2024,2023b,KI23b_471,SAMN49904340
473-KI23b_S213_L001,473-KI23b_S213_L001_R1_001.fastq.gz,473-KI23b_S213_L001_R2_001.fastq.gz,Pocillopora,grandis,1907,38,run10_shedd2024,2023b,KI23b_473,SAMN49904338
476-KI23b_S221_L001,476-KI23b_S221_L001_R1_001.fastq.gz,476-KI23b_S221_L001_R2_001.fastq.gz,Pocillopora,grandis,1946,38,run10_shedd2024,2023b,KI23b_476,SAMN49904339
504-KI23b_S229_L001,504-KI23b_S229_L001_R1_001.fastq.gz,504-KI23b_S229_L001_R2_001.fastq.gz,Pocillopora,grandis,1841,34,run10_shedd2024,2023b,KI23b_504,SAMN49904313
505-KI23b_S308_L001,505-KI23b_S308_L001_R1_001.fastq.gz,505-KI23b_S308_L001_R2_001.fastq.gz,Pocillopora,grandis,1848,34,run10_shedd2024,2023b,KI23b_505,SAMN49904314
509-KI23b_S316_L001,509-KI23b_S316_L001_R1_001.fastq.gz,509-KI23b_S316_L001_R2_001.fastq.gz,Pocillopora,grandis,1953,34,run10_shedd2024,2023b,KI23b_509,SAMN49904318
513-KI23b_S237_L001,513-KI23b_S237_L001_R1_001.fastq.gz,513-KI23b_S237_L001_R2_001.fastq.gz,Pocillopora,grandis,1959,34,run10_shedd2024,2023b,KI23b_513,SAMN49904319
514-KI23b_S324_L001,514-KI23b_S324_L001_R1_001.fastq.gz,514-KI23b_S324_L001_R2_001.fastq.gz,Pocillopora,grandis,1960,34,run10_shedd2024,2023b,KI23b_514,SAMN49904320
516-KI23b_S245_L001,516-KI23b_S245_L001_R1_001.fastq.gz,516-KI23b_S245_L001_R2_001.fastq.gz,Pocillopora,grandis,1863,34,run10_shedd2024,2023b,KI23b_516,SAMN49904315
519-KI23b_S253_L001,519-KI23b_S253_L001_R1_001.fastq.gz,519-KI23b_S253_L001_R2_001.fastq.gz,Pocillopora,grandis,1868,34,run10_shedd2024,2023b,KI23b_519,SAMN49904316
523-KI23b_S261_L001,523-KI23b_S261_L001_R1_001.fastq.gz,523-KI23b_S261_L001_R2_001.fastq.gz,Pocillopora,grandis,1979,34,run10_shedd2024,2023b,KI23b_523,SAMN49904321
551-KI23b_S269_L001,551-KI23b_S269_L001_R1_001.fastq.gz,551-KI23b_S269_L001_R2_001.fastq.gz,Pocillopora,grandis,1924,34,run10_shedd2024,2023b,KI23b_551,SAMN49904317
553-KI23b_S382_L001,553-KI23b_S382_L001_R1_001.fastq.gz,553-KI23b_S382_L001_R2_001.fastq.gz,Pocillopora,grandis,2020,8,run10_shedd2024,2023b,KI23b_553,SAMN49904240
554-KI23b_S277_L001,554-KI23b_S277_L001_R1_001.fastq.gz,554-KI23b_S277_L001_R2_001.fastq.gz,Pocillopora,grandis,2023,8,run10_shedd2024,2023b,KI23b_554,SAMN49904241
555-KI23b_S285_L001,555-KI23b_S285_L001_R1_001.fastq.gz,555-KI23b_S285_L001_R2_001.fastq.gz,Pocillopora,grandis,2030,8,run10_shedd2024,2023b,KI23b_555,SAMN49904242
558-KI23b_S289_L001,558-KI23b_S289_L001_R1_001.fastq.gz,558-KI23b_S289_L001_R2_001.fastq.gz,Pocillopora,grandis,2049,8,run10_shedd2024,2023b,KI23b_558,SAMN49904243
604-KI23b_S338_L001,604-KI23b_S338_L001_R1_001.fastq.gz,604-KI23b_S338_L001_R2_001.fastq.gz,Pocillopora,grandis,1351,27,run10_shedd2024,2023b,KI23b_604,SAMN49904286
605-KI23b_S297_L001,605-KI23b_S297_L001_R1_001.fastq.gz,605-KI23b_S297_L001_R2_001.fastq.gz,Pocillopora,grandis,2006,27,run10_shedd2024,2023b,KI23b_605,SAMN49904276
608-KI23b_S305_L001,608-KI23b_S305_L001_R1_001.fastq.gz,608-KI23b_S305_L001_R2_001.fastq.gz,Pocillopora,grandis,2033,27,run10_shedd2024,2023b,KI23b_608,SAMN49904277
609-KI23b_S310_L001,609-KI23b_S310_L001_R1_001.fastq.gz,609-KI23b_S310_L001_R2_001.fastq.gz,Pocillopora,grandis,2037,27,run10_shedd2024,2023b,KI23b_609,SAMN49904278
610-KI23b_S313_L001,610-KI23b_S313_L001_R1_001.fastq.gz,610-KI23b_S313_L001_R2_001.fastq.gz,Pocillopora,grandis,2040,27,run10_shedd2024,2023b,KI23b_610,SAMN49904279
612-KI23b_S321_L001,612-KI23b_S321_L001_R1_001.fastq.gz,612-KI23b_S321_L001_R2_001.fastq.gz,Pocillopora,grandis,2075,27,run10_shedd2024,2023b,KI23b_612,SAMN49904281
629-KI23b-2_S358_L001,629-KI23b-2_S358_L001_R1_001.fastq.gz,629-KI23b-2_S358_L001_R2_001.fastq.gz,Pocillopora,grandis,2079,30,run10_shedd2024,2023b,KI23b_629,SAMN49904296
631-KI23b-2_S366_L001,631-KI23b-2_S366_L001_R1_001.fastq.gz,631-KI23b-2_S366_L001_R2_001.fastq.gz,Pocillopora,grandis,2067,30,run10_shedd2024,2023b,KI23b_631,SAMN49904295
632-KI23b_S318_L001,632-KI23b_S318_L001_R1_001.fastq.gz,632-KI23b_S318_L001_R2_001.fastq.gz,Pocillopora,grandis,2070,27,run10_shedd2024,2023b,KI23b_632,SAMN49904280
633-KI23b_S326_L001,633-KI23b_S326_L001_R1_001.fastq.gz,633-KI23b_S326_L001_R2_001.fastq.gz,Pocillopora,grandis,2094,27,run10_shedd2024,2023b,KI23b_633,SAMN49904282
634-KI23b_S334_L001,634-KI23b_S334_L001_R1_001.fastq.gz,634-KI23b_S334_L001_R2_001.fastq.gz,Pocillopora,grandis,2098,27,run10_shedd2024,2023b,KI23b_634,SAMN49904283
635-KI23b_S329_L001,635-KI23b_S329_L001_R1_001.fastq.gz,635-KI23b_S329_L001_R2_001.fastq.gz,Pocillopora,grandis,2099,27,run10_shedd2024,2023b,KI23b_635,SAMN49904284
636-KI23b_S337_L001,636-KI23b_S337_L001_R1_001.fastq.gz,636-KI23b_S337_L001_R2_001.fastq.gz,Pocillopora,grandis,2182,27,run10_shedd2024,2023b,KI23b_636,SAMN49904285
64-KI23b_S200_L001,64-KI23b_S200_L001_R1_001.fastq.gz,64-KI23b_S200_L001_R2_001.fastq.gz,Pocillopora,grandis,1173,30,run10_shedd2024,2023b,KI23b_64,SAMN49904297
65-KI23b_S342_L001,65-KI23b_S342_L001_R1_001.fastq.gz,65-KI23b_S342_L001_R2_001.fastq.gz,Pocillopora,grandis,1500,30,run10_shedd2024,2023b,KI23b_65,SAMN49904289
660-KI23b_S345_L001,660-KI23b_S345_L001_R1_001.fastq.gz,660-KI23b_S345_L001_R2_001.fastq.gz,Pocillopora,grandis,2112,5,run10_shedd2024,2023b,KI23b_660,SAMN49904234
663-KI23b_S353_L001,663-KI23b_S353_L001_R1_001.fastq.gz,663-KI23b_S353_L001_R2_001.fastq.gz,Pocillopora,grandis,2118,5,run10_shedd2024,2023b,KI23b_663,SAMN49904235
665-KI23b_S361_L001,665-KI23b_S361_L001_R1_001.fastq.gz,665-KI23b_S361_L001_R2_001.fastq.gz,Pocillopora,grandis,2162,35,run10_shedd2024,2023b,KI23b_665,SAMN49904327
666-KI23b_S369_L001,666-KI23b_S369_L001_R1_001.fastq.gz,666-KI23b_S369_L001_R2_001.fastq.gz,Pocillopora,grandis,2163,35,run10_shedd2024,2023b,KI23b_666,SAMN49904328
69-KI23b_S350_L001,69-KI23b_S350_L001_R1_001.fastq.gz,69-KI23b_S350_L001_R2_001.fastq.gz,Pocillopora,grandis,1515,30,run10_shedd2024,2023b,KI23b_69,SAMN49904290
71-KI23b_S257_L001,71-KI23b_S257_L001_R1_001.fastq.gz,71-KI23b_S257_L001_R2_001.fastq.gz,Pocillopora,grandis,1517,30,run10_shedd2024,2023b,KI23b_71,SAMN49904291
72-KI23b_S265_L001,72-KI23b_S265_L001_R1_001.fastq.gz,72-KI23b_S265_L001_R2_001.fastq.gz,Pocillopora,grandis,1485,30,run10_shedd2024,2023b,KI23b_72,SAMN49904287
73-KI23b_S273_L001,73-KI23b_S273_L001_R1_001.fastq.gz,73-KI23b_S273_L001_R2_001.fastq.gz,Pocillopora,grandis,1487,30,run10_shedd2024,2023b,KI23b_73,SAMN49904288
738-KI23b_S377_L001,738-KI23b_S377_L001_R1_001.fastq.gz,738-KI23b_S377_L001_R2_001.fastq.gz,Pocillopora,grandis,2195,20,run10_shedd2024,2023b,KI23b_738,SAMN49904269
739-KI23b_S347_L001,739-KI23b_S347_L001_R1_001.fastq.gz,739-KI23b_S347_L001_R2_001.fastq.gz,Montipora,aequituberculata,2196,20,run10_shedd2024,2023b,KI23b_739,SAMN49904263
74-KI23b_S208_L001,74-KI23b_S208_L001_R1_001.fastq.gz,74-KI23b_S208_L001_R2_001.fastq.gz,Pocillopora,grandis,1562,30,run10_shedd2024,2023b,KI23b_74,SAMN49904292
740-KI23b_S290_L001,740-KI23b_S290_L001_R1_001.fastq.gz,740-KI23b_S290_L001_R2_001.fastq.gz,Pocillopora,grandis,2198,20,run10_shedd2024,2023b,KI23b_740,SAMN49904270
741-KI23b_S355_L001,741-KI23b_S355_L001_R1_001.fastq.gz,741-KI23b_S355_L001_R2_001.fastq.gz,Montipora,aequituberculata,2199,20,run10_shedd2024,2023b,KI23b_741,SAMN49904264
742-KI23b_S298_L001,742-KI23b_S298_L001_R1_001.fastq.gz,742-KI23b_S298_L001_R2_001.fastq.gz,Pocillopora,grandis,2204,20,run10_shedd2024,2023b,KI23b_742,SAMN49904271
743-KI23b_S306_L001,743-KI23b_S306_L001_R1_001.fastq.gz,743-KI23b_S306_L001_R2_001.fastq.gz,Pocillopora,grandis,2207,20,run10_shedd2024,2023b,KI23b_743,SAMN49904272
744-KI23b_S314_L001,744-KI23b_S314_L001_R1_001.fastq.gz,744-KI23b_S314_L001_R2_001.fastq.gz,Pocillopora,grandis,2172,20,run10_shedd2024,2023b,KI23b_744,SAMN49904267
748-KI23b_S322_L001,748-KI23b_S322_L001_R1_001.fastq.gz,748-KI23b_S322_L001_R2_001.fastq.gz,Pocillopora,grandis,2177,20,run10_shedd2024,2023b,KI23b_748,SAMN49904268
750-KI23b_S294_L001,750-KI23b_S294_L001_R1_001.fastq.gz,750-KI23b_S294_L001_R2_001.fastq.gz,Pocillopora,grandis,2152,20,run10_shedd2024,2023b,KI23b_750,SAMN49904265
752-KI23b_S302_L001,752-KI23b_S302_L001_R1_001.fastq.gz,752-KI23b_S302_L001_R2_001.fastq.gz,Pocillopora,grandis,2155,20,run10_shedd2024,2023b,KI23b_752,SAMN49904266
76-KI23b-2_S293_L001,76-KI23b-2_S293_L001_R1_001.fastq.gz,76-KI23b-2_S293_L001_R2_001.fastq.gz,Pocillopora,grandis,1569,30,run10_shedd2024,2023b,KI23b_76,SAMN49904293
77-KI23b_S301_L001,77-KI23b_S301_L001_R1_001.fastq.gz,77-KI23b_S301_L001_R2_001.fastq.gz,Pocillopora,grandis,1570,30,run10_shedd2024,2023b,KI23b_77,SAMN49904294
